scale	roiS	series_name	nr_in_chamber	nr_class	name	file_id	histogram_cv	histogram_energy	histogram_entropy	histogram_kurtosis	histogram_mean	histogram_median	histogram_skewness	histogram_variance	cluster_prominence	cluster_shade	correlation	diagonal_moment	difference_energy	difference_entropy	energy	entropy	inertia	inverse_different_moment	kappa	maximum_probability	sum_energy	sum_entropy	sum_variance	created_at	error	algorithm	assignment_id.1	series	chamber	day_date	start_pipetting	pipetting_duration	doorclose_duration	reset_duration	p_norm_id	p_colour_id	parameter_id.1	colour_r	colour_g	colour_b	colour_routine	colour_type	norm_a	norm_b	norm_scale	norm_type	roi_inner	roi_outer	roi_angle_start	roi_angle_end	roi_type	roi_section	assessment	assignment_id.2	nr_class.1	name.1	series.1	nr_chamber_solution	nr_basic_solution	nr_substance	last_solution	evaporation_duration_in_hour_minute	evaporation_duration_in_sec	evaporation_duration	crystal_duration	replikats	cucl2_in_mg	substance_in_mg	specs_group	specs_supplier	substance_group	sample	supplier	it8check	max_error	mean_error	center	x	y	center_x	center_y	assignment_id.3	nr_class.2	class_desc	parameter_id	assignment_id
1	0-100	EI	11	53	P.2017.01.23.EI-11-2017.01.25_11_40.cut.tif	1642321	0.311282	0.007071	5.099102	-0.109885	127.563133	128	0.006856	1576.730042	100585556.155816	-11563.28908	0.847441	64.552306	0.028178	3.803744	0.000102	9.494831	478.248132	0.076347	0.019316	0.000257	0.003728	5.748758	5791.435067	Wed Apr 10 08:32:56.399522 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	53	P.2017.01.23.EI-11-2017.01.25_11_40.cut.tif	148714	5	6	6	0	446:31	1607460	42900	NA	7	128	300	Cress A4 potE	Bingenheim / cress	Cress A4 potE	cress	Bingenheim	NA	12.76	1.88	1	4.55506666667	4.94453333333	NA	NA	19644	53	Cress A4 potE	5	19644
1	0-100	EI	12	54	P.2017.01.23.EI-12-2017.01.25_11_53.cut.tif	1642322	0.311418	0.00707	5.09923	-0.112671	127.519946	128	0.003377	1577.043963	96989470.381592	-5611.354798	0.803304	26.404973	0.024543	3.933091	9e-05	9.624088	616.533415	0.063575	0.014444	0.000224	0.003781	5.736582	5652.361549	Wed Apr 10 08:32:58.442108 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	54	P.2017.01.23.EI-12-2017.01.25_11_53.cut.tif	148714	6	7	7	0	448:1	1612860	42900	NA	7	128	300	Cress A4 potF	Bingenheim / cress	Cress A4 potF	cress	Bingenheim	NA	12.91	1.88	1	4.7752	6.0452	NA	NA	19644	54	Cress A4 potF	5	19644
1	0-100	EI	13	49	P.2017.01.23.EI-13-2017.01.25_11_45.cut.tif	1642323	0.311282	0.007074	5.098341	-0.115129	127.458161	127	-0.00087	1574.141614	100331890.420268	-9079.191266	0.832248	61.539717	0.02667	3.853638	9.7e-05	9.543495	526.18122	0.069895	0.016722	0.000228	0.003759	5.744525	5747.149521	Wed Apr 10 08:32:57.868614 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	49	P.2017.01.23.EI-13-2017.01.25_11_45.cut.tif	148714	1	2	2	0	447:31	1611060	43500	NA	7	128	300	Cress A4 potA	Bingenheim / cress	Cress A4 potA	cress	Bingenheim	NA	12.69	1.87	1	4.60586666667	6.9088	NA	NA	19644	49	Cress A4 potA	5	19644
1	0-100	EI	14	50	P.2017.01.23.EI-14-2017.01.25_11_53.cut.tif	1642324	0.31128	0.007071	5.098634	-0.11808	127.503698	128	-0.001258	1575.243056	98914782.33826	-12543.326429	0.828225	61.551199	0.026441	3.86407	9.6e-05	9.55535	538.774447	0.069891	0.016786	0.00023	0.003754	5.743243	5734.235951	Wed Apr 10 08:33:00.18129 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	50	P.2017.01.23.EI-14-2017.01.25_11_53.cut.tif	148714	2	3	3	0	446:51	1608660	41700	NA	7	128	300	Cress A4 potB	Bingenheim / cress	Cress A4 potB	cress	Bingenheim	NA	12.91	1.88	1	4.30106666667	7.0104	NA	NA	19644	50	Cress A4 potB	5	19644
1	0-100	EI	15	51	P.2017.01.23.EI-15-2017.01.25_11_45.cut.tif	1642325	0.311331	0.007071	5.098779	-0.117401	127.497548	127	-0.000659	1575.606881	96873855.958176	-6467.015757	0.801113	18.794346	0.024394	3.938809	9e-05	9.628963	623.34611	0.06322	0.014417	0.000224	0.003788	5.73594	5644.991969	Wed Apr 10 08:32:59.518557 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	51	P.2017.01.23.EI-15-2017.01.25_11_45.cut.tif	148714	3	4	4	0	448:1	1612860	50700	NA	7	128	300	Cress A4 potC	Bingenheim / cress	Cress A4 potC	cress	Bingenheim	NA	12.69	1.87	1	4.45346666667	6.07906666667	NA	NA	19644	51	Cress A4 potC	5	19644
1	0-100	EI	16	52	P.2017.01.23.EI-16-2017.01.25_11_45.cut.tif	1642326	0.311151	0.007073	5.098348	-0.118869	127.515739	128	0.000405	1574.232733	98590666.181646	-13541.662221	0.831634	57.737097	0.026722	3.853896	9.7e-05	9.545577	527.985068	0.071175	0.017254	0.000241	0.003736	5.744295	5743.897824	Wed Apr 10 08:33:05.464149 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	52	P.2017.01.23.EI-16-2017.01.25_11_45.cut.tif	148714	4	5	5	0	447:31	1611060	42300	NA	7	128	300	Cress A4 potD	Bingenheim / cress	Cress A4 potD	cress	Bingenheim	NA	12.69	1.87	1	4.84293333333	5.588	NA	NA	19644	52	Cress A4 potD	5	19644
1	0-100	EI	17	53	P.2017.01.23.EI-17-2017.01.25_11_50.cut.tif	1642327	0.311277	0.007066	5.099663	-0.115508	127.648152	128	0.013886	1578.784989	98270982.570673	-14252.596802	0.82036	85.145912	0.025717	3.887947	9.4e-05	9.577128	563.57006	0.067533	0.016046	0.000229	0.003763	5.740973	5710.860397	Wed Apr 10 08:33:03.650138 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	53	P.2017.01.23.EI-17-2017.01.25_11_50.cut.tif	148714	5	6	6	0	444:41	1600860	44700	NA	7	128	300	Cress A4 potE	Bingenheim / cress	Cress A4 potE	cress	Bingenheim	NA	12.86	1.88	1	4.96146666667	6.604	NA	NA	19644	53	Cress A4 potE	5	19644
1	0-100	EI	18	54	P.2017.01.23.EI-18-2017.01.25_11_50.cut.tif	1642328	0.311549	0.007066	5.099846	-0.11206	127.557574	128	0.005473	1579.303512	97125911.536755	-12277.302206	0.809153	49.999387	0.024982	3.917514	9.2e-05	9.610213	598.510263	0.064006	0.014445	0.000229	0.003761	5.738326	5673.631144	Wed Apr 10 08:33:00.889577 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	54	P.2017.01.23.EI-18-2017.01.25_11_50.cut.tif	148714	6	7	7	0	445:51	1605060	51900	NA	7	128	300	Cress A4 potF	Bingenheim / cress	Cress A4 potF	cress	Bingenheim	NA	12.86	1.88	1	4.48733333333	6.94266666667	NA	NA	19644	54	Cress A4 potF	5	19644
1	0-100	EI	19	52	P.2017.01.23.EI-19-2017.01.25_11_50.cut.tif	1642329	0.310938	0.007075	5.097327	-0.130163	127.472523	127	-0.007597	1571.014432	96500600.564167	-16081.124642	0.812907	71.505849	0.025335	3.906498	9.4e-05	9.601894	586.724756	0.065475	0.01516	0.000236	0.003752	5.739337	5685.290962	Wed Apr 10 08:33:04.116524 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	52	P.2017.01.23.EI-19-2017.01.25_11_50.cut.tif	148714	4	5	5	0	447:31	1611060	51300	NA	7	128	300	Cress A4 potD	Bingenheim / cress	Cress A4 potD	cress	Bingenheim	NA	12.86	1.88	2	4.2672	4.6736	3.87773333333	6.38386666667	19644	52	Cress A4 potD	5	19644
1	0-100	EI	20	53	P.2017.01.23.EI-20-2017.01.25_11_50.cut.tif	1642330	0.311386	0.00707	5.099072	-0.116005	127.514157	128	0.000204	1576.577261	97122663.159678	-14894.578261	0.812452	69.537679	0.025611	3.904028	9.5e-05	9.59764	588.053005	0.066987	0.015782	0.00024	0.003768	5.739004	5682.922846	Wed Apr 10 15:06:22.047486 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	53	P.2017.01.23.EI-20-2017.01.25_11_50.cut.tif	148714	5	6	6	0	446:1	1605660	48900	NA	7	128	300	Cress A4 potE	Bingenheim / cress	Cress A4 potE	cress	Bingenheim	NA	12.86	1.88	1	5.01226666667	6.11293333333	NA	NA	19644	53	Cress A4 potE	5	19644
1	0-100	EI	21	54	P.2017.01.23.EI-21-2017.01.25_13_50.cut.tif	1642331	0.311317	0.007071	5.099043	-0.113139	127.541182	128	0.00401	1576.541698	98848915.492305	-15478.092038	0.812199	77.71952	0.025721	3.903176	9.4e-05	9.58515	588.989274	0.06763	0.015976	0.000227	0.003788	5.738419	5683.4998	Wed Apr 10 08:33:05.691764 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	54	P.2017.01.23.EI-21-2017.01.25_13_50.cut.tif	148714	6	7	7	0	448:31	1614660	49500	NA	7	128	300	Cress A4 potF	Bingenheim / cress	Cress A4 potF	cress	Bingenheim	NA	13.01	1.96	1	4.18253333333	6.87493333333	NA	NA	19644	54	Cress A4 potF	5	19644
1	0-100	EI	22	52	P.2017.01.23.EI-22-2017.01.25_13_50.cut.tif	1642332	0.311568	0.007065	5.100136	-0.110628	127.574421	128	0.005861	1579.908874	96445805.583772	-23515.958502	0.80651	122.521966	0.025272	3.918583	9.4e-05	9.611814	606.941006	0.065467	0.014874	0.000236	0.00377	5.737585	5666.661359	Wed Apr 10 08:33:06.799931 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	52	P.2017.01.23.EI-22-2017.01.25_13_50.cut.tif	148714	4	5	5	0	449:41	1618860	49500	NA	7	128	300	Cress A4 potD	Bingenheim / cress	Cress A4 potD	cress	Bingenheim	NA	13.01	1.96	1	4.6228	6.77333333333	NA	NA	19644	52	Cress A4 potD	5	19644
1	0-100	EI	23	49	P.2017.01.23.EI-23-2017.01.25_13_50.cut.tif	1642333	0.311846	0.007063	5.100824	-0.101054	127.563064	128	0.008689	1582.453285	99501691.55673	-13362.4691	0.836471	64.440606	0.027097	3.840134	9.8e-05	9.534443	513.220085	0.071874	0.017588	0.000236	0.00374	5.746184	5763.598314	Wed Apr 10 08:33:08.646647 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	49	P.2017.01.23.EI-23-2017.01.25_13_50.cut.tif	148714	1	2	2	0	449:51	1619460	39300	NA	7	128	300	Cress A4 potA	Bingenheim / cress	Cress A4 potA	cress	Bingenheim	NA	13.01	1.96	1	4.65666666667	4.7244	NA	NA	19644	49	Cress A4 potA	5	19644
1	0-100	EI	24	50	P.2017.01.23.EI-24-2017.01.25_13_50.cut.tif	1642334	0.311064	0.007073	5.097869	-0.125453	127.486546	128	-0.005331	1572.639509	97862804.176825	-16916.748643	0.812673	96.013579	0.025138	3.909465	9.2e-05	9.600125	587.819909	0.065726	0.015457	0.000221	0.003769	5.739514	5688.047982	Wed Apr 10 08:33:06.622815 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	50	P.2017.01.23.EI-24-2017.01.25_13_50.cut.tif	148714	2	3	3	0	445:31	1603860	48900	NA	7	128	300	Cress A4 potB	Bingenheim / cress	Cress A4 potB	cress	Bingenheim	NA	13.01	1.96	1	4.4196	4.63973333333	NA	NA	19644	50	Cress A4 potB	5	19644
1	0-100	EI	25	53	P.2017.01.23.EI-25-2017.01.25_14_04.cut.tif	1642335	0.311399	0.00707	5.099236	-0.113859	127.529014	128	0.002412	1577.074039	100918708.108948	-7144.441862	0.837354	41.178743	0.027071	3.838753	9.8e-05	9.523339	510.528168	0.072547	0.017926	0.000239	0.003752	5.74599	5767.27078	Wed Apr 10 08:33:07.435545 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	53	P.2017.01.23.EI-25-2017.01.25_14_04.cut.tif	148714	5	6	6	0	451:51	1626660	41100	NA	7	128	300	Cress A4 potE	Bingenheim / cress	Cress A4 potE	cress	Bingenheim	NA	13.04	1.86	1	4.45346666667	4.9276	NA	NA	19644	53	Cress A4 potE	5	19644
1	0-100	EI	26	51	P.2017.01.23.EI-26-2017.01.25_14_04.cut.tif	1642336	0.311436	0.007067	5.099918	-0.110222	127.610724	128	0.011446	1579.4687	96995309.674285	-9811.172968	0.80419	49.882777	0.024737	3.929454	9.1e-05	9.621519	614.337011	0.064067	0.014588	0.000221	0.003783	5.736961	5660.477012	Wed Apr 10 08:33:09.561061 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	51	P.2017.01.23.EI-26-2017.01.25_14_04.cut.tif	148714	3	4	4	0	447:41	1611660	49500	NA	7	128	300	Cress A4 potC	Bingenheim / cress	Cress A4 potC	cress	Bingenheim	NA	13.04	1.86	1	5.0292	7.5184	NA	NA	19644	51	Cress A4 potC	5	19644
1	0-100	EI	27	52	P.2017.01.23.EI-27-2017.01.25_14_04.cut.tif	1642337	0.311509	0.00707	5.099155	-0.115058	127.47182	127	0.000403	1576.779462	101281648.979931	-3114.020649	0.843702	15.867256	0.027635	3.818542	9.9e-05	9.503355	490.115008	0.073649	0.018337	0.000234	0.003747	5.746988	5781.426828	Wed Apr 10 08:33:10.50911 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	52	P.2017.01.23.EI-27-2017.01.25_14_04.cut.tif	148714	4	5	5	0	450:51	1623060	42300	NA	7	128	300	Cress A4 potD	Bingenheim / cress	Cress A4 potD	cress	Bingenheim	NA	13.04	1.86	NA	4.63973333333	6.48546666667	NA	NA	19644	52	Cress A4 potD	5	19644
1	0-100	EI	28	50	P.2017.01.23.EI-28-2017.01.25_14_04.cut.tif	1642338	0.311574	0.007065	5.100302	-0.108767	127.607909	128	0.010127	1580.800067	96434972.579549	-6612.484472	0.799862	17.374067	0.024359	3.941369	9e-05	9.631911	627.609886	0.063882	0.014667	0.000224	0.003783	5.735724	5644.172778	Wed Apr 10 08:33:11.448699 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	50	P.2017.01.23.EI-28-2017.01.25_14_04.cut.tif	148714	2	3	3	0	449:31	1618260	54300	NA	7	128	300	Cress A4 potB	Bingenheim / cress	Cress A4 potB	cress	Bingenheim	NA	13.04	1.86	NA	4.69053333333	6.06213333333	NA	NA	19644	50	Cress A4 potB	5	19644
1	0-100	EI	29	53	P.2017.01.23.EI-29-2017.01.25_14_10.cut.tif	1642339	0.311156	0.007072	5.098205	-0.125462	127.496351	128	-0.004107	1573.812074	98557754.045515	-16076.923335	0.828363	78.485476	0.026372	3.864769	9.6e-05	9.559571	538.540784	0.069607	0.016624	0.000226	0.003757	5.743413	5736.804938	Wed Apr 10 08:33:12.526133 2024	0	TEX	19644	148714	P	2017.01.23	2017.01.23_15:05:00	900	68700	0	1	1	5	33	33	33	tiff2bw	equal	4	4	NA	gaussian	0	1	0	360	CircleCircle	0	NA	19644	53	P.2017.01.23.EI-29-2017.01.25_14_10.cut.tif	148714	5	6	6	0	449:1	1616460	47100	NA	7	128	300	Cress A4 potE	Bingenheim / cress	Cress A4 potE	cress	Bingenheim	NA	12.65	1.87	NA	5.01226666667	6.97653333333	NA	NA	19644	53	Cress A4 potE	5	19644
